95822,80018784,2220 Arliss Way,118750,3,2,1275
95823,80008573,24 Stone Valley Ct,269900,4,2,1695
95842,70113547,7509 Esteem Dr,239000,3,2,1532
95624,70118691,9215 Fife Ranch Way,480000,4,2,3871
95757,80004965,10183 Sayers Ct,279900,3,2,1660
95630,70124255,820 Fieldstone Ct,700000,5,3,3480
95677,80006271,6511 Hearthstone Cir Unit 311,304500,3,2,1312
95677,80000493,4905 Moonshadow Ct,539900,4,2,2148
95758,70026022,7849 Calzada Way,319900,4,2,1596
95608,70119337,5912 Ashworth Way,274950,3,2,1330
95742,80003985,12027 Erato Cir,374900,4,2,2811
95823,80000115,4735 Forest Pkwy,210000,5,2,1820
95713,70119901,21520 Canyon Way,995000,3,2,3130
95621,70081166,7441 Auburn Oaks Ct Unit E,115000,2,1,861
95747,70115553,7236 Timberrose Way,357900,2,2,1334
95758,70080187,5240 Laguna Park Dr,360000,4,3,1899
95747,70066856,1848 Avondale Dr,649900,5,3,3158
95765,80010623,2422 Stefanie Dr,325000,4,2,1888
95628,80006561,5409 Greenbrier Way,285000,3,2,1071
95662,80013285,7337 Main Ave,179900,3,1,1080
95648,80016485,2450 SAINT ANDREWS Dr,328000,3,2,1115
95823,70111506,7011 Cranleigh Ave,249000,3,2,1311
95817,80003212,3989 2nd Ave,129900,2,1,1056
95701,70055837,786 Blue Canyon Rd,199500,2,1,1196
95825,70121220,2430 Pavilions Place Ln Unit 303,675000,4,3,2537
95757,80015175,10250 Canadeo Cir,444170,4,3,2849
95678,80001370,601 Treese Way,299000,3,2,1599
95632,80011607,997 Stenton Ct,229000,3,2,1478
95661,80016857,2097 Sebastian Way,449900,4,3,2127
95823,70124349,7290 Fawn Way,215000,3,2,1174
95831,80011925,709 Roundtree Ct,148000,2,1,932
95628,80003156,4221 Hill St,497300,3,1,1624
95864,70068162,749 Estates Dr,2000000,5,3,4168
95834,70044572,2755 Screech Owl Way,441800,4,2,2954
95621,70106442,7417 Auburn Oaks Ct Unit G,114999,2,2,1014
95841,80017631,5608 Rapid Ct,219900,3,2,1264
95842,70115747,6454 Matterhorn Dr,154900,3,1,1052
95608,80017956,5240 Lequel Way,499000,4,3,2407
95610,70085148,7712 Sun Terrace Way,250000,4,2,1575
95746,80005312,6895 Country Ct,659000,4,3,2100
95831,70121531,1256 47th Ave,575000,4,3,2634
95648,70125997,2900 LEBOURGET Ln,344990,4,2,1810
95663,70100634,8350 Duffers Dr,869999,4,2,2400
95603,80021375,12440 Leeds Dr,499000,3,2,2108
95624,70094721,9621 Pewter Ct,579000,4,3,3992
95823,70107959,6 Express Ct,279999,4,3,2202
95624,80012763,8491 Heritage Hill Dr,375000,5,3,2045
95648,70099128,225 LYLES Ln,885000,4,2,2300
95838,70109679,5152 Sully St,699500,3,3,3000
95670,80020885,11150 Trinity River Dr Unit 116,145000,2,2,941
95603,80023507,11101 Tanglewood Dr,585000,3,2,2381
95821,70113193,2209 Dunlap Dr,170000,3,1,1014
95670,70107690,10795 Coloma Rd Unit 3,119950,2,1,840
95829,80022575,8975 Napa Valley Way,225000,3,2,1423
95747,70048602,1313 Chignahuapan Way,299999,2,2,1006
95713,80018155,20900 Mockingbird Hill Rd,635000,3,3,2765
95831,70109107,400 Blue Dolphin Way,314900,3,2,1176
95648,80002166,400 Foskett Ranch Ct,349000,4,3,2370
95602,80022682,511 Osage Ln,549000,2,2,2280
95747,80022656,101 Galston Ct,277900,3,2,1120
95842,80018812,4647 Jion Ct,280000,3,2,1424
95677,70076597,4608 Lemonhill Dr,598000,4,3,2389
95815,80006451,131 Arcade ,151800,4,2,1221
95843,80017145,7684 Thrifty Way,120000,3,1,1486
95624,70010856,8633 Bader Rd,3299000,3,1,918
95841,70125619,5724 Shadow Creek Dr,139900,3,1,1187
95864,80024431,3718 Laguna Way,669000,5,3,2186
95747,80016183,2274 Ivy Bridge Dr,415990,5,3,2616
95864,70114784,4204 Stuppi Way,399900,3,2,1553
95757,80010980,10118 Clairina Way,339900,5,3,2592
95678,80013665,640 Farridge Dr,325000,3,2,1557
95678,70078480,28 Castaic Ct,451900,5,3,2561
95816,80005887,2522 E St,485000,3,2,1737
95829,80017910,9217 Gambier Ct,189900,3,2,1277
95835,80020473,699 Regency Park Cir,315000,4,2,2350
95678,70126666,7593 Millport Dr,399950,3,3,2247
95661,80021805,1788 Poppy Field Dr,594999,4,3,3200
95660,70108965,3911 Tricia Way,280000,3,2,1331
95624,70129309,11721 Cresthill Dr,399000,3,2,1336
95838,80012391,1005 Roanoke Ave,219900,4,2,1550
95746,80021778,4708 Copperfield Cir,759000,4,3,3200
95758,80010134,9361 Baskin Ct,439000,3,2,1504
95678,80022581,1417 Santa Fe Cir,250000,3,2,1226
95670,80006706,2720 Paseo Dr,235000,3,2,1314
95817,80015236,4224 8th Ave,97500,2,1,1071
95648,80007251,1905 Hamersley Ln,400000,6,3,3374
95747,80021975,1688 Baroness Way,685000,4,4,3600
95677,70098969,3118 Westwood Dr,260000,3,2,1364
95835,80023334,5918 Wheatsheaf Ln,315000,2,2,1538
95610,80004164,7411 Black Tree Ln,334000,3,2,2098
95842,70101814,6316 Merton Way,199900,3,2,1436
95815,80009419,66 Santiago Ave,270000,3,1,1177
95821,70081641,2500 Verna Way,295000,3,1,1833
95828,80009197,07116 Tokay Ave,349000,3,2,1600
95648,70061092,968 Wagon Wheel Ln,498000,2,2,1935
95624,70105320,8665 Golden Sage Dr,239400,3,2,1440
95825,70099604,2282 Sierra Blvd Unit E,232500,2,1,1200
95650,70094383,4550 Monte Sereno Dr,1099000,4,3,3122
95815,80013140,2020 Rockbridge Rd,160000,4,2,1121
95610,80014553,7761 Aptos Cir,260900,4,2,1685
95621,70091663,7218 PARISH Way,195000,3,1,1007
95823,70128814,5245 Yvette Way,330000,3,2,1264
95815,80023438,2589 Altos Ave,79900,2,1,810
95765,70096082,4015 Legend Dr,1294000,4,3,4239
95632,80009904,13709 Sargent Ave ,399000,3,2,1450
95824,80004037,5941 Clover Manor Way,107900,3,2,1042
95678,80006790,220 Chambord Way Unit 220,281670,3,2,1376
95822,80018159,3074 66th Ave,199900,3,2,1249
95814,70129169,1706 G St Unit 5,375000,2,2,1019
95670,80012020,11083 Gingerwood Way,270000,4,2,1367
95673,70092557,1020 O St,429000,4,3,1988
95610,80015541,8017 Peppermint Ct,389000,4,3,2306
95824,70111016,6221 45th St,195000,4,2,1600
95624,80009600,10165 Carmel Valley Way,264900,4,2,1673
95835,80018622,12 Beachcomber Pl,250000,4,2,1722
95638,70108269,12154 Clay Station Rd,525000,2,2,1440
95825,80017675,705 Blackmer Cir,465000,3,2,1808
95648,70101169,789 Rustic Ranch Ln,489000,2,2,1767
95838,80021664,627 CLAIRE Ave,225000,3,2,1400
95765,70091071,5117 Charter Ct,339950,3,2,1302
95621,80000751,7018 Peachtree Ave,267000,3,2,1215
95829,80004180,9071 Geyser Peak Way,299000,3,2,1362
95835,80010271,2475 Autumn Meadow Ave,409000,4,2,2958
95624,70126394,8569 Spring Azure Way,450000,5,3,2857
95835,70072288,410 Allaire Cir,424000,5,2,2907
95822,70109448,2500 Casa Linda Dr,134900,3,2,1032
95678,80023376,652 LILJA Ct,419900,5,3,2817
95757,80021933,9950 Cortino Way,924950,6,4,5400
95742,80011832,11816 Spring Walk Way,449000,5,4,3179
95831,80009760,6850 Claiborne Way,325000,3,2,1381
95610,70129782,5832 San Juan Ave,174900,3,2,1266
95621,70101444,5950 Little Squaw Ct,344500,3,2,1650
95831,80025055,8082 Linda Isle Ln,374990,3,3,1638
95628,80021949,9074 Tarmac Way,725000,4,3,3384
95843,80004012,3032 Kinglet Way,189000,3,2,1544
95827,70118600,2681 Yuma Cir,275000,3,1,1130
95815,80002475,2870 Branch St,195000,3,1,1073
95843,70123281,8131 Mulrany Way,339900,4,3,2135
95630,80022554,100 Chelsea Ct,515000,3,2,1905
95683,70115313,6320 Rio Blanco Dr,599950,3,2,2260
95670,80013256,2395 Mcgregor Dr,199900,3,2,1204
95713,80007526,28217 Secret Town Rd,599900,3,2,1500
95757,80003647,6712 Caprezzo Way,849000,6,4,5400
95835,80022410,5635 Los Pueblos Way,279900,3,2,1811
95621,70116288,6338 SLIPPERY CREEK Ln,149900,3,2,1325
95746,80006291,9190 Auburn Folsom Rd,575000,3,2,2377
95648,70105111,1546 1st St,230900,3,2,1574
95630,80008744,928 Sterling Cir,538800,4,2,3014
95661,80023926,1915 Johnson Ranch Dr,496900,4,2,2020
95842,70128661,6812 Speckle Way,159900,3,1,960
95621,80018721,6512 Outlook Dr,189900,3,2,1256
95632,80011430,1118 Paddington Cir,529000,5,4,3746
95660,70126409,5629 Georgia Dr,235000,3,1,1235
95758,80021692,3415 Lakeland Way,540000,5,3,3344
95747,80021989,1111 Brookline Cir,449500,4,2,2667
95747,80002127,8601 Tapaderas Loop,440000,3,3,2486
95624,80009456,9921 Kapalua Ln,829000,4,3,4400
95824,80020688,2870 34th Ave,74900,1,1,629
95841,80001596,5123 Connecticut ,114500,2,1,924
95823,80004536,4071 Deer Cross Way,258000,3,2,1113
95821,70099061,2248 Frazier Ct,144900,3,1,1186
95834,80004693,4773 Windsong St,399900,5,3,2567
95822,80004245,4121 Lotus Ave,169000,3,2,1226
95630,70110551,2121 Falcon Ct,778000,6,4,3230
95843,80013315,3028 Glentana Way,314999,3,2,1584
95815,80003668,3151 Branch St,265000,4,2,1800
95747,70123188,216 Early Light Ct,289000,4,2,1516
95610,70128415,7854 Hampton Ln,190000,2,2,1322
95632,70022948,13294 Alabama Rd,799500,3,2,1528
95819,80007568,1445 45th St,2690000,6,5,6112
95621,70123208,7395 Woodruff Way,180000,3,1,1088
95608,80011465,5529 Woodleigh Dr,199900,3,1,1500
95678,70118619,219 Mahan Ct Unit 1,110000,2,1,780
95624,80008617,9441 Gensler Ct,325000,4,3,2137
95842,70128659,5921 Hillsdale Blvd,214900,4,2,1425
95624,70117102,9361 Boulder River Way,329900,3,2,2254
95822,80016101,1224 Nevis Ct,299900,2,2,1490
95678,70128834,212 Dawnridge Rd,339900,4,2,1600
95628,70113815,5128 Romero Way,485000,4,3,2233
95648,80024349,108 Ina Way,219900,4,2,1450
95632,70045140,535 Village Dr,339000,2,2,1354
95833,80012116,3133Lot 1106 Spoonwood Way,240881,3,2,1360
95602,70035515,5685 Fawnridge Rd,447000,3,2,1211
95841,70044477,5911 Petaluma Ct,174900,3,2,1386
95608,80012103,3325 Vienna Ave,350000,3,2,1598
95842,70114129,6310 Brigadoon Way,109000,2,1,1278
95757,70122686,10432 Canadeo Cir,249900,3,2,1450
95603,70104767,173 Rollins Ct,237500,1,1,730
95833,80023385,2944 Candido Dr,270000,5,3,1880
95826,80023143,9168 Condesa Dr,177500,3,2,1288
95832,80002432,7668 24th St,144900,3,2,1066
95678,80006809,1675 Vernon St Unit 8,169900,2,1,990
95624,70093761,9670 Eisenbeisz St,149000,2,1,1042
95838,70120390,2135 South Ave,216000,3,1,1076
95624,70127906,8806 La Prada Ct,354999,4,3,1900
95832,80013487,2450 Kim Ave,166000,4,2,1508
95678,80017795,117 Vento Ct,249900,3,2,1337
95747,70073275,3261 AMORUSO Way,549500,4,2,1640
95758,70121675,8657 Statue Way,350000,4,2,2806
95822,70116239,5860 Belleau Wood Ln,139000,2,1,808
95602,80013010,2200 Mountain Springs Rd,475000,3,2,1948
95673,80000957,6641 Marysville Blvd,699900,5,3,3456
95673,70076955,6819 24th St,244900,3,2,1414
95816,70088093,2631 G St,538000,2,1,1400
95826,70105757,3751 Fielding Cir,229000,3,2,1074
95824,80003730,6038 Sampson Blvd,160650,2,1,816
95678,70079039,701 Gibson Dr Unit 726,159500,1,1,714
95842,80007058,6813 Blue Duck Way,190000,3,2,960
95833,80020036,3089 Guadalajara Way,375000,3,2,1540
95747,70122408,9411 Eagle Springs Ct,649000,5,3,3266
95747,70122610,3909 Creekstone Ct,950000,4,4,3396
95624,70107366,9352 Boulder River Way,279900,3,2,1189
95670,80015659,10315 Doyle Way,215000,4,2,1276
95821,70097349,3217 Bell St,199900,3,2,1155
95833,80022200,2792 Mendel Way,159900,3,1,1117
95757,80020723,5954 Travo Way,274900,3,2,1639
95835,80019558,323 Allaire Cir,495000,5,3,3762
95835,60114147,360 Barnhart Cir,407000,4,3,2209
95757,80016776,5712 Spring Flower Dr,375000,4,3,2776
95833,80000709,2926 Bendmill Way,229000,4,2,1450
95632,80009842,187 Emerald Oak Dr,227000,3,2,1347
95624,80002107,8675 Jenrose Way,367500,4,3,1999
95832,80014081,1657 Armington Ave,163000,4,2,1421
95834,80009721,4242 Natomas Central Dr,293421,4,3,1816
95834,80023124,132 Luna Grande Cir Unit 104,109900,3,2,1316
95742,80006295,4475 Niobe Cir,269000,3,2,1531
95742,80017487,11859 Rubilite Way,290000,3,2,1634
95835,80013197,5100 Monetta Ln,440000,4,3,2436
95621,80001420,7003 La Cuesta Ln,250000,3,1,1241
95632,80013805,827 Caroline Ave,164950,2,1,795
95690,60067404,14060 3rd Ave,509000,3,3,3204
95648,70117511,781 Wagon Wheel Ln,372000,3,2,1655
95661,70104397,2700 Burrelton Way,780000,5,4,3786
95758,70118664,9612 Soaring Oaks Dr,449900,4,3,2691
95842,80023430,5435 Karm Way,119000,2,1,1297
95824,80024091,5660 Velma Way,124000,2,1,1085
95632,70127312,857 Retriever Way,189900,3,2,1238
95632,80022559,11731 Ijauna Ln,384900,3,2,1681
95661,70062127,1406 Frances Dr,210000,3,1,1052
95670,70080696,2036 Benita Dr Unit 2,79000,2,1,840
95864,70109348,3630 El Ricon Way,859000,5,3,3674
95603,80003823,401 Sutton Pl,263500,2,2,1101
95822,70122949,7329 Stockdale St,124900,3,2,1237
95835,70126923,5642 Da Vinci Lot 16 Way,439990,5,4,2963
95610,70075631,8212 Garry Oak Dr,259000,3,2,1516
95621,80024511,7441 Auburn Oaks Ct Unit M,139990,2,2,929
95608,80008092,6033 Van Alstine Ave,499000,3,1,1075
95648,70106759,628 Whitfield Ln,295000,3,2,1995
95842,70101222,4813 Mccloud Dr,199900,2,2,967
95757,80006226,9815 Paso Fino Way,239900,3,2,1261
95826,80021101,9249 Linda Rio Dr,299900,4,2,1794
95747,70111856,3057 Big Bear Dr,539900,6,4,3636
95747,70124041,616 Barcelona Ct,660000,5,4,3830
